source_id,reference,year,source_type,doi,url,n_solubility,n_watercontent,n_liquidwatercontent,n_mixtures,n_phaseboundaries
namiot1961_ch4,"Namiot, A.Y., 1961. In: SDS-27/28, Methane. Pergamon Press, Oxford.",1961,compilation,,,2,0,0,0,0
namiotskripkaashmyan1979_ch4,"Namiot, A.Y., Skripka, V.G., Ashmyan, K.D., 1979. Influence of water dissolved salt upon methane solubility under the temperatures 50 to 350 degrees C. Geokhimiya 1, 147-149. DOI: 10.1007/bf00749406.",1979,journal,10.1007/bf00749406,,14,0,0,0,0
nighswander1989_co2,"Nighswander, J.A., Kalogerakis, N., Mehrotra, A.K. (1989). Solubilities of carbon dioxide in water and 1 wt.% sodium chloride solution at pressures up to 10 MPa and temperatures from 80 to 200 C. J. Chem. Eng. Data 34(3), 355-360. DOI: 10.1021/je00057a027.",1989,journal,10.1021/je00057a027,,34,0,0,0,0
nighswanderetal1989_co2,"Nighswander, J.A., Kalogerakis, N., Mehrotra, A.K. (1989). Solubilities of carbon dioxide in water and 1 wt.% sodium chloride solution at pressures up to 10 MPa and temperatures from 80 to 200 C. J. Chem. Eng. Data 34(3), 355-360. DOI: 10.1021/je00057a027.",1989,journal,10.1021/je00057a027,,13,0,0,0,0
novak1961_co2,"Novák, J.; Fried, V.; Pick, J. (1961). Collect. Czech. Chem. Commun. 26, 2266-2270. DOI: 10.1135/cccc19612266.",1961,journal,10.1135/cccc19612266,,54,0,0,0,0
olds1942_ch4,"Olds, R.H.; Sage, B.H.; Lacey, W.N. (1942). ""Phase Equilibria in Hydrocarbon Systems. Composition of the Dew-Point Gas of the Methane-Water System."" Ind. Eng. Chem. 34(10), 1223-1227. DOI 10.1021/ie50394a018.",1942,journal,10.1021/ie50394a018,,0,78,0,0,0
oleinikcitedinnamiotandbondareva1991_co2,"Oleinik data as compiled in: Namiot, A.Y., Bondareva, M.M. (1991). Solubility of Gases in Water [Rastvorimost gazov v vode]. Nedra, Moscow (in Russian). No independent primary citation for Oleinik identified.",1991,compilation,,,12,0,0,0,0
onda1970_co2,"Onda, K.; Sada, E.; Kobayashi, T.; Kito, S.; Ito, K. (1970). J. Chem. Eng. Jpn. 3, 18-24. DOI: 10.1252/jcej.3.18.",1970,journal,10.1252/jcej.3.18,,8,0,0,0,0
orcuttseevers1936_co2,"Orcutt, F.S.; Seevers, M.H. (1936). J. Biol. Chem. 117, 501-507. DOI: 10.1016/s0021-9258(18)74550-x.",1936,journal,10.1016/s0021-9258(18)74550-x,,1,0,0,0,0
osullivansmith1970_ch4,"O'Sullivan, T.D., Smith, N.O., 1970. J. Phys. Chem. 74(7), 1460-1466. DOI: 10.1021/j100702a012.",1970,journal,10.1021/j100702a012,,74,0,0,0,0
osullivansmith1970_n2,"O'Sullivan, T.D., Smith, N.O. (1970). Journal of Physical Chemistry 74(7), 1460-1466. DOI: 10.1021/j100702a012 (see water row for the year-discrepancy note).",1970,journal,10.1021/j100702a012,,51,0,0,0,0
osullivansmithnagy1966_n2,"O'Sullivan, T.D., Smith, N.O., Nagy, B. (1966). Solubility of natural gases in aqueous salt solutions—III. Nitrogen in aqueous NaCl at high pressures. Geochimica et Cosmochimica Acta 30(6), 617-619. DOI: 10.1016/0016-7037(66)90015-9.",1966,journal,10.1016/0016-7037(66)90015-9,,18,0,0,0,0
ou2015_ch4,"Ou, W., Geng, C., Lu, W., Guo, H., Qu, Y., Mao, S., 2015. Quantitative Raman spectroscopic investigation of geo-fluids high-pressure phase behavior. Part II. Accurate determination of CH4 solubility in water. Fluid Phase Equilibria 391, 18-30. DOI: 10.1016/j.fluid.2015.01.025.",2015,journal,10.1016/j.fluid.2015.01.025,,239,0,0,0,0
ou2019_ch4,"Ou, W., Lu, W., Ning, F., Wu, N., 2019. Marine Chemistry 212, 74-82. DOI: 10.1016/j.marchem.2019.04.003.",2019,journal,10.1016/j.marchem.2019.04.003,,0,0,0,0,61
passauer1931_co2,"Passauer, H. Feuerungstechnik 19, 142-145 (year UNVERIFIED).",1931,journal,,,1,0,0,0,0
pei2026_ch4,"Pei, J., Zhang, Y., 2026. Experimental investigation of methane dissolution and exsolution dynamics in gas reservoirs of the Ying-Qiong Basin at High-Pressures and High-Temperatures (HPHT). Fuel. DOI: 10.1016/j.fuel.2026.138925.",2026,journal,10.1016/j.fuel.2026.138925,,240,0,0,0,0
perezsalado2007_co2,"Perez-Salado Kamps, A. (2007). J. Chem. Eng. Data 52, 817. DOI: 10.1021/je060430q.",2007,journal,10.1021/je060430q,,143,0,0,0,0
pokki2018_co2,"Pokki, J.-P., Le, H.Q., Uusi-Kyyny, P., et al. (2018). Isobaric Vapor-Liquid Equilibrium of Furfural + gamma-Valerolactone at 30 kPa and Isothermal Liquid-Liquid Equilibrium of Carbon Dioxide + gamma-Valerolactone + Water at 298 K. J. Chem. Eng. Data 63, 4381-4391. DOI: 10.1021/acs.jced.8b00451.",2018,journal,10.1021/acs.jced.8b00451,,5,0,0,0,0
portierandrochelle2005_co2,"Portier, S., Rochelle, C. (2005). Modelling CO2 solubility in pure water and NaCl-type waters from 0 to 300 C and from 1 to 300 bar: application to the Utsira formation at Sleipner. Chem. Geol. 217(3-4), 187-199. DOI: 10.1016/j.chemgeo.2004.12.007.",2005,journal,10.1016/j.chemgeo.2004.12.007,,7,0,0,0,0
postigokatz1987_co2,"Postigo, M.A.; Katz, M. (1987). J. Solution Chem. 16, 1015-1024. DOI: 10.1007/bf00652585.",1987,journal,10.1007/bf00652585,,5,0,0,0,0
poulain2019_co2,"Poulain, M.; Messabeb, H.; Lach, A.; Contamine, F.; Cézac, P.; Serin, J.P.; Dupin, J.C.; Martinez, H. (2019). J. Chem. Eng. Data 64(6), 2497-2503. DOI: 10.1021/acs.jced.9b00023.",2019,journal,10.1021/acs.jced.9b00023,,48,0,0,0,0
powerstegall1970_co2,"Power, G.G.; Stegall, H. (1970). J. Appl. Physiol. 29, 145-149. DOI: 10.1152/jappl.1970.29.2.145.",1970,journal,10.1152/jappl.1970.29.2.145,,1,0,0,0,0
powerstegall1970_n2,"Power, G.G., Stegall, H. (1970). Journal of Applied Physiology 29, 145-149. DOI: 10.1152/jappl.1970.29.2.145.",1970,journal,10.1152/jappl.1970.29.2.145,,1,0,0,0,0
pradhan2025_co2,"Pradhan, S.; Bhattacherjee, R.; Aichele, C.; Bikkina, P. (2025). Determination of CO2 solubility in brines and produced waters of various salinities for CO2 EOR and storage applications. Chem. Eng. J. 507, 160401. DOI: 10.1016/j.cej.2025.160401.",2025,journal,10.1016/j.cej.2025.160401,,30,0,0,0,0
pray1952_n2,"Pray, H.A., Schweickert, C.E., Minnich, B.H. (1952). Industrial and Engineering Chemistry 44, 1146-1151. DOI: 10.1021/ie50509a058.",1952,journal,10.1021/ie50509a058,,5,0,0,0,0
prayschweichertminnich1952_h2,"Pray, H.A., Schweickert, C.E., Minnich, B.H. (1952). Solubility of Hydrogen, Oxygen, Nitrogen, and Helium in Water at Elevated Temperatures. Ind. Eng. Chem. 44(5), 1146-1151. DOI: 10.1021/ie50509a058.",1952,journal,10.1021/ie50509a058,,13,0,0,0,0
price1979_ch4,"Price, L.C., 1979. Aqueous solubility of methane at elevated pressures and temperatures. AAPG Bulletin 63(9), 1527-1533. DOI: 10.1306/2f9185e0-16ce-11d7-8645000102c1865d.",1979,journal,10.1306/2f9185e0-16ce-11d7-8645000102c1865d,,71,0,0,0,0
pruttonsavage1945_co2,"Prutton, C.F., Savage, R.L. (1945). The solubility of carbon dioxide in calcium chloride-water solutions at 75, 100, 120 C and high pressures. J. Am. Chem. Soc. 67, 1550-1554. DOI: 10.1021/ja01225a047.",1945,journal,10.1021/ja01225a047,,155,0,0,0,0
prytzholst1895_co2,"Prytz, K.; Holst, H. (1895). Ann. Phys. Chem., NF 54, 130-138.",1895,journal,,,2,0,0,0,0
qin2008_ch4,"Qin, Junfeng et al., Experimental Measurements of Vapor–Liquid Equilibria of the H2O + CO2 + CH4 Ternary System, Journal of Chemical & Engineering Data, 53(6), 1246-1249, 2008. DOI: 10.1021/je700473e.",2008,journal,10.1021/je700473e,,0,7,0,21,0
qin2008_co2,"Qin, J., Rosenbauer, R.J., Duan, Z. (2008). Experimental measurements of vapor-liquid equilibria of the H2O+CO2+CH4 ternary system. J. Chem. Eng. Data 53(6), 1246-1249. DOI: 10.1021/je700473e.",2008,journal,10.1021/je700473e,,40,0,0,0,0
rakestrawemmel1938_n2,"Rakestraw, N.W., Emmel, V.M. (1938). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §1.3 (data sheet, p.81). Original publication details were not independently verified.",1938,compilation,,,15,0,0,0,0
reamer1943_c2c4,"Reamer, H.H.; Olds, R.H.; Sage, B.H.; Lacey, W.N. (1943). ""Phase Equilibria in Hydrocarbon Systems. Composition of Dew-Point Gas in Ethane-Water System."" Ind. Eng. Chem. 35(7), 790-793. DOI 10.1021/ie50403a012.",1943,journal,10.1021/ie50403a012,,0,41,0,0,0
reamer1944_c2c4,"Reamer, H.H.; Olds, R.H.; Sage, B.H.; Lacey, W.N. (1944). Phase Equilibria in Hydrocarbon Systems. n-Butane-Water System in Three-Phase Region. Industrial & Engineering Chemistry 36(4), 381-383. DOI: 10.1021/ie50412a024.",1944,journal,10.1021/ie50412a024,,0,10,10,0,0
reamer1952_c2c4,"Reamer, H.H.; Sage, B.H.; Lacey, W.N. (1952). Phase Equilibria in Hydrocarbon Systems. n-Butane-Water System in the Two-Phase Region. Industrial & Engineering Chemistry 44(3), 609-615. DOI: 10.1021/ie50507a049.",1952,journal,10.1021/ie50507a049,,155,0,1,0,0
rettich1981_c2c4,"Rettich, T.R., Handa, Y.P., Battino, R. & Wilhelm, E. (1981). J. Phys. Chem. 85(22), 3230-3237. DOI: 10.1021/j150622a006.",1981,journal,10.1021/j150622a006,,15,0,0,0,0
rettich1984_n2,"Rettich, T.R., Battino, R., Wilhelm, E. (1984). Journal of Solution Chemistry 13(5), 335-348.",1984,journal,,,17,0,0,0,0
rettich2024_c2c4,"Rettich, T.R.; Battino, R.; Wilhelm, E. (2023/2024). [Solubility of propane in water; Henry's fugacity coefficients at high precision]. J. Solution Chem. 53, 28-42. DOI 10.1007/s10953-023-01289-w. [Open access.]",2023,journal,10.1007/s10953-023-01289-w,,15,0,0,0,0
rettichhandabattino1981_ch4,"Rettich, T.R., Handa, Y.P., Battino, R., Wilhelm, E., 1981. Solubility of gases in liquids. 13... J. Phys. Chem. 85(22), 3230-3237. DOI: 10.1021/j150622a006.",1981,journal,10.1021/j150622a006,,16,0,0,0,0
rice1976_c2c4,"Rice, P.A., Gale, R.P. & Barduhn, A.J. (1976). ""Solubility of butane in water and salt solutions at low temperatures."" J. Chem. Eng. Data 21(2), 204-206. DOI 10.1021/je60069a021.",1976,journal,10.1021/je60069a021,,27,0,0,0,0
rigbyprausnitz1968_ch4,"Rigby, M., Prausnitz, J.M., 1968. Solubility of water in compressed nitrogen, argon, and methane. J. Phys. Chem. 72(1), 330-334. DOI: 10.1021/j100847a064.",1968,journal,10.1021/j100847a064,,0,12,0,0,0
rigbyprausnitz1968_n2,"Rigby, M., Prausnitz, J.M. (1968). Solubility of water in compressed nitrogen, argon, and methane. Journal of Physical Chemistry 72(1), 330-334. DOI: 10.1021/j100847a064.",1968,journal,10.1021/j100847a064,,0,13,0,0,0
romero2014_n2,"Romero, C.M., Garzón, J., Blanco, L.H., Suárez, M. (2014). Solubility of Argon and Nitrogen in Aqueous Solutions of Dodecyltrimethylammonium Bromide (DTAB). Journal of Solution Chemistry 43(6), 1147-1155. DOI: 10.1007/s10953-014-0188-x.",2014,journal,10.1007/s10953-014-0188-x,,1,0,0,0,0
rosenbauer2001_co2,"Rosenbauer, R.J.; Bischoff, J.L.; Koksalan, T. (2001). Eos Trans. AGU 82(47), Fall Meet. Suppl.",2001,conference,,,3,0,0,0,0
rosenthalnacl_co2,"Rosenthal, W. Thesis, Univ. Strasbourg (year UNVERIFIED).",,thesis,,,3,0,0,0,0
rudakovlutsyk1979_c2c4,"Rudakov, E.S. & Lutsyk, A.I. (1979). Russ. J. Phys. Chem. 53, 731-733.",1979,journal,,,4,0,0,0,0
ruetschiamlie1966_h2,"Ruetschi, P., Amlie, R.F. (1966). J. Phys. Chem. 70, 718-723. DOI: 10.1021/j100875a018.",1966,journal,10.1021/j100875a018,,4,0,0,0,0
rumpf1994_co2,"Rumpf, B., Nicolaisen, H., Ocal, C., Maurer, G. (1994). Solubility of carbon dioxide in aqueous solutions of sodium chloride: experimental results and correlation. J. Solution Chem. 23(3), 431-448. DOI: 10.1007/bf00973113.",1994,journal,10.1007/bf00973113,,69,0,0,0,0
rumpfmaurer1993_co2,"Rumpf, B., Maurer, G. (1993). Ber. Bunsenges. Phys. Chem. 97, 85. DOI: 10.1002/bbpc.19930970116.",1993,journal,10.1002/bbpc.19930970116,,111,0,0,0,0
sachs1995_ch4,"Sachs, W., Meyn, V. (1995). Pressure and temperature dependence of the surface tension in the system natural gas/water: Principles of investigation and the first precise experimental data. Colloids and Surfaces A: Physicochemical and Engineering Aspects 94, 291-301. DOI: 10.1016/0927-7757(94)03008-1.",1995,journal,10.1016/0927-7757(94)03008-1,,11,0,0,0,0
saddingtonkrase1934_n2,"Saddington, A.W., Krase, N.W. (1934). Vapor-liquid equilibria in the system nitrogen-water. Journal of the American Chemical Society 56, 353-361. DOI: 10.1021/ja01317a024.",1934,journal,10.1021/ja01317a024,,18,0,0,0,0
sakoetal1991_co2,"Sako et al., Phase Equilibrium Study of Extraction and Concentration of Furfural Produced in Reactor Using Supercritical Carbon Dioxide, J. Chem. Eng. Jpn., 24(4), 449-455, 1991. DOI: 10.1252/jcej.24.449.",1991,journal,10.1252/jcej.24.449,,1,8,0,0,0
sanchezvicentetrusler2022_n2,"Sanchez-Vicente, Y., Trusler, J.P.M. (2022). Phase Behaviour, Water Content and Density of (H2O+N2) and (CO2+H2O+N2) Systems from Static-Analytical Measurements. Energies 15(11), 3936. DOI: 10.3390/en15113936.",2022,journal,10.3390/en15113936,,52,29,0,59,0
sander1912_co2,"Sander, W. (1912). The solubility of carbon dioxide in water. Z. Phys. Chem., Stochiometrie und Verwandtschaftslehre 78, 513-549. DOI: 10.1515/zpch-1911-7833.",1912,journal,10.1515/zpch-1911-7833,,63,0,0,0,0
savary2012_co2,"Savary et al., The solubility of CO2+H2S mixtures in water and 2M NaCl at 120°C and pressures up to 35MPa, Int. J. Greenh. Gas Cont., 10, 123-133, 2012. DOI: 10.1016/j.ijggc.2012.05.021.",2012,journal,10.1016/j.ijggc.2012.05.021,,6,0,0,0,0
savary2012_h2s,"Savary, V.; Berger, G.; Dubois, M.; Lacharpagne, J.-C.; Pages, A.; Thibeau, S.; Lescanne, M. (2012). The solubility of CO2 + H2S mixtures in water and 2 M NaCl at 120 °C and pressures up to 35 MPa. Int. J. Greenhouse Gas Control 10, 123-133. DOI: 10.1016/j.ijggc.2012.05.021.",2012,journal,10.1016/j.ijggc.2012.05.021,,21,0,0,41,0
schroder1969_ch4,"Schröder, W., 1969 (citation as printed in SDS-27/28 §1.1 ref-list).",1969,journal,,,33,0,0,0,0
schroder1971_n2,"Schröder, W. (1971). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §1.4, refs.16-17. Original publication details were not independently verified.",1971,compilation,,,46,0,0,0,0
schuler2012_co2,"Schuler, N., Hecht, K.T., Kraut, M., Dittmeyer, R. (2012). On the Solubility of Carbon Dioxide in Binary Water Methanol Mixtures. J. Chem. Eng. Data 57, 2304-2308. DOI: 10.1021/je300332b.",2012,journal,10.1021/je300332b,,7,0,0,0,0
sds56young1981smoothedbattinowilhelm_h2,"Battino, R.; Wilhelm, E. (1981), evaluator table in IUPAC Solubility Data Series Vol. 5/6 (1981).",1981,compilation,,,17,0,0,0,0
sechenov1892_co2,"Sechenov, J. [multiple papers 1874-1892].",1874,journal,,,41,0,0,0,0
sechenov1892nacl_co2,"Sechenov, J. (1892). Ann. Chim. Phys. [6] 25, 226-270; and related papers.",,journal,,,10,0,0,0,0
selleck1952_h2s,"Selleck, F.T.; Carmichael, L.T.; Sage, B.H. (1952). Phase Behavior in the Hydrogen Sulfide-Water System. Ind. Eng. Chem. 44(9), 2219-2226. DOI: 10.1021/ie50513a064.",1952,journal,10.1021/ie50513a064,,62,12,0,0,0
servioenglezos2001_co2,"Servio, P.; Englezos, P. (2001). Fluid Phase Equilib. 190, 127-134. DOI: 10.1016/s0378-3812(01)00598-2.",2001,journal,10.1016/s0378-3812(01)00598-2,,21,0,0,0,0
servioenglezos2002_ch4,"Servio, P., Englezos, P., 2002. Measurement of Dissolved Methane in Water in Equilibrium with Its Hydrate. J. Chem. Eng. Data 47(1), 87-90. DOI: 10.1021/je0102255.",2002,journal,10.1021/je0102255,,0,0,0,0,15
shagiakhmetov1981_co2,"Shagiakhmetov, R.A., Tarzimanov, A.A. (1981). Measurements of CO2 solubility in water up to 60 MPa. Deposited Document SPSTL 200khp-D81, 1982.",1981,report,,,14,0,0,0,0
shagiakhmetovandtarzimanov1981_co2,"Shagiakhmetov, R.A., Tarzimanov, A.A. (1981). Measurements of CO2 solubility in water up to 60 MPa. Deposited Document SPSTL 200khp-D81, 1982.",1981,report,,,4,0,0,0,0
shapka1974_n2,"Shapka, Yudina, Zhuravleva, Vorona, Drushlyak (1974). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §1.4 (data sheet, unnumbered in the critical-eval reference list). Original publication details were not independently verified.",1974,compilation,,,7,0,0,0,0
shchennikova1957_co2,"Shchennikova, M.K.; Devyatykh, G.G.; Korshunov, I.A. (1957). Zh. Prikl. Khim. (Leningrad) 30, 1080-4; Engl. transl. J. Appl. Chem. USSR 30(2), 1149-52.",1957,journal,,,18,0,0,0,0
shedlovskymacinnes1935_co2,"Shedlovsky, T.; MacInnes, D.A. (1935). J. Am. Chem. Soc. 57, 1705-1710. DOI: 10.1021/ja01312a064.",1935,journal,10.1021/ja01312a064,,1,0,0,0,0
shmonov1993_ch4,"Shmonov, V.M., Sadus, R.J., Franck, E.U., 1993. High-pressure phase equilibria and supercritical pVT data of the binary water + methane mixture to 723 K and 200 MPa. J. Phys. Chem. 97, 9054-9059. DOI: 10.1021/j100137a036.",1993,journal,10.1021/j100137a036,,0,0,0,0,159
shoorwalkergubbins1969_h2,"Shoor, S.K., Walker, R.D. Jr., Gubbins, K.E. (1969). J. Phys. Chem. 73, 312-317. DOI: 10.1021/j100722a006.",1969,journal,10.1021/j100722a006,,3,0,0,0,0
smithkelemennagy1962_n2,"Smith, N.O., Kelemen, S., Nagy, B. (1962). Geochimica et Cosmochimica Acta 26, 921-926 (see NaCl row for full title).",1962,journal,,,66,0,0,0,0
song1997_ch4,"Song, K.Y., Feneyrou, G., Fleyfel, F., Martin, R., Lievois, J. & Kobayashi, R. (1997). ""Solubility measurements of methane and ethane in water and the effect of methane on the ethane solubility."" Fluid Phase Equilib. 128 249-260. DOI 10.1016/S0378-3812(96)03165-2.",1997,journal,10.1016/S0378-3812(96)03165-2,,5,0,0,0,0
song2004_c2c4,"Song, K.Y.; Yarrison, M.; Chapman, W. (2004). [Water content measurements of hydrocarbon systems]. Fluid Phase Equilib. 224(2), 271-277. DOI 10.1016/j.fluid.2004.06.058.",2004,journal,10.1016/j.fluid.2004.06.058,,0,22,0,0,0
songkobayashi1987_co2,"Song, K.Y.; Kobayashi, R. (1987). Fluid Phase Equilib. 35 (UNVERIFIED). DOI: 10.2118/15905-pa.",1987,journal,10.2118/15905-pa,,0,56,0,0,0
songkobayashi1994_c2c4,"Song, K.Y.; Kobayashi, R. (1987). Fluid Phase Equilib. 35 (UNVERIFIED). DOI: 10.2118/15905-pa.",1987,journal,10.2118/15905-pa,,0,32,0,28,0
spink1971_n2,"Spink (1971). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §1.1 (data sheet, p.72). Original publication details were not independently verified.",1971,compilation,,,10,0,0,0,0
springer2012_co2,"Springer, R.D.; Wang, Z.; Anderko, A.; Wang, P.; Felmy, A.R. (2012). ""A thermodynamic model for predicting mineral reactivity in supercritical carbon dioxide: I. Phase behavior of carbon dioxide-water-chloride salt systems across the H2O-rich to the CO2-rich regions."" Chem. Geol. 322-323, 151-171. DOI 10.1016/j.chemgeo.2012.07.008.",2012,journal,10.1016/j.chemgeo.2012.07.008,,0,26,0,0,0
steiner1894alcl3_h2,"Steiner, W. (1894). Ann. der Phys. Chem. 52, 275-299. DOI: 10.1002/andp.18942880605.",1894,journal,10.1002/andp.18942880605,,5,0,0,0,0
steiner1894cacl2_h2,"Steiner, W. (1894). Data reproduced from Chabab, S.; Theveneau, P.; Coquelet, C.; Corvisier, J.; Paricaud, P. (2020). Measurements and predictive models of high-pressure H2 solubility in brine (H2O+NaCl) for underground hydrogen storage application. International Journal of Hydrogen Energy 45, 32206-32220. DOI: 10.1016/j.ijhydene.2020.08.192, Table 2. Original publication details were not independently verified.",1894,compilation,10.1002/andp.18942880605,,7,0,0,0,0
steiner1894k2co3_h2,"Steiner, W. (1894). Ann. der Phys. Chem. 52, 275-299. DOI: 10.1002/andp.18942880605.",1894,journal,10.1002/andp.18942880605,,8,0,0,0,0
steiner1894kcl_h2,"Steiner, W. (1894). Data reproduced from Chabab, S.; Theveneau, P.; Coquelet, C.; Corvisier, J.; Paricaud, P. (2020). Measurements and predictive models of high-pressure H2 solubility in brine (H2O+NaCl) for underground hydrogen storage application. International Journal of Hydrogen Energy 45, 32206-32220. DOI: 10.1016/j.ijhydene.2020.08.192, Table 2. Original publication details were not independently verified.",1894,compilation,10.1002/andp.18942880605,,6,0,0,0,0
steiner1894kno3_h2,"Steiner, W. (1894). Ann. der Phys. Chem. 52, 275-299. DOI: 10.1002/andp.18942880605.",1894,journal,10.1002/andp.18942880605,,6,0,0,0,0
steiner1894licl_h2,"Steiner, W. (1894). Ann. der Phys. Chem. 52, 275-299. DOI: 10.1002/andp.18942880605.",1894,journal,10.1002/andp.18942880605,,4,0,0,0,0
steiner1894mgso4_h2,"Steiner, W. (1894). Data reproduced from Chabab, S.; Theveneau, P.; Coquelet, C.; Corvisier, J.; Paricaud, P. (2020). Measurements and predictive models of high-pressure H2 solubility in brine (H2O+NaCl) for underground hydrogen storage application. International Journal of Hydrogen Energy 45, 32206-32220. DOI: 10.1016/j.ijhydene.2020.08.192, Table 2. Original publication details were not independently verified.",1894,compilation,10.1002/andp.18942880605,,5,0,0,0,0
steiner1894na2co3_h2,"Steiner, W. (1894). Ann. der Phys. Chem. 52, 275-299. DOI: 10.1002/andp.18942880605.",1894,journal,10.1002/andp.18942880605,,5,0,0,0,0
steiner1894na2so4_h2,"Steiner, W. (1894). Data reproduced from Chabab, S.; Theveneau, P.; Coquelet, C.; Corvisier, J.; Paricaud, P. (2020). Measurements and predictive models of high-pressure H2 solubility in brine (H2O+NaCl) for underground hydrogen storage application. International Journal of Hydrogen Energy 45, 32206-32220. DOI: 10.1016/j.ijhydene.2020.08.192, Table 2. Original publication details were not independently verified.",1894,compilation,10.1002/andp.18942880605,,4,0,0,0,0
steiner1894nacl_h2,"Steiner, W. (1894). Data reproduced from Chabab, S.; Theveneau, P.; Coquelet, C.; Corvisier, J.; Paricaud, P. (2020). Measurements and predictive models of high-pressure H2 solubility in brine (H2O+NaCl) for underground hydrogen storage application. International Journal of Hydrogen Energy 45, 32206-32220. DOI: 10.1016/j.ijhydene.2020.08.192, Table 2. Original publication details were not independently verified.",1894,compilation,10.1002/andp.18942880605,,5,0,0,0,0
steiner1894nano3_h2,"Steiner, W. (1894). Ann. der Phys. Chem. 52, 275-299. DOI: 10.1002/andp.18942880605.",1894,journal,10.1002/andp.18942880605,,6,0,0,0,0
steiner1894znso4_h2,"Steiner, W. (1894). Ann. der Phys. Chem. 52, 275-299. DOI: 10.1002/andp.18942880605.",1894,journal,10.1002/andp.18942880605,,5,0,0,0,0
stephanhatfieldpeoplespray1956_h2,"Stephan, Hatfield, Peoples, Pray (1956). Battelle Memorial Institute Report BMI-1067.",1956,journal,,,66,0,0,0,0
stewartmunjal1970_co2,"Stewart, P.B.; Munjal, P. (1970). J. Chem. Eng. Data 15, 67-71. DOI: 10.1021/je60044a001.",1970,journal,10.1021/je60044a001,,12,0,0,0,0
stoessellbyrne1982_ch4,"Stoessell, R.K., Byrne, P.A., 1982. GCA 46(8), 1327-1332. DOI: 10.1016/0016-7037(82)90268-x.",1982,journal,10.1016/0016-7037(82)90268-x,,121,0,0,0,0
suciu1951_n2,"Suciu (1951). Data reproduced from Battino, R. (ed.) (1982). Nitrogen and Air. Solubility Data Series, Vol. 10. Pergamon Press. ISBN 0-08-023922-6, §2.1 (p.383, digitized-from-graph). Original publication details were not independently verified.",1951,compilation,,,4,0,0,0,0
suciuzosssibbittcompiledpurduetheses19511952_h2,"Suciu, S.N. (1951) Purdue PhD; Zoss, A.O. (1952) Purdue PhD; compiled in IUPAC Solubility Data Series Vol. 5/6 (1981).",1951,thesis,,,52,50,0,0,0
suleimenovkrupp1994_h2s,"Suleimenov, O.M.; Krupp, R.E. (1994). Solubility of Hydrogen Sulfide in Pure Water and in NaCl Solutions, from 20 to 320°C and at Saturation Pressures. Geochim. Cosmochim. Acta 58(11), 2433-2444. DOI: 10.1016/0016-7037(94)90022-1.",1994,journal,10.1016/0016-7037(94)90022-1,,72,0,0,0,0
sultanovskripkanamiot1972_ch4,"Sultanov, R.G., Skripka, V.G., Namiot, A.Y., 1972. Zh. Fiz. Khim. 1972, 46, 2160; VINITI, 4387-72; Gazov. Prom. 1972, 17, 6-7.",1972,journal,,,63,0,0,0,0
suzuki1990_ch4,"Suzuki, K., Sue, H., Itou, M., Smith, R.L., Inomata, H., Arai, K., Saito, S., 1990. High-pressure vapor-liquid equilibrium data of the 10-component system hydrogen, carbon monoxide, carbon dioxide, water, methane, ethane, propane, methanol, ethanol, and 1-propanol at 313.4 and 333.4 K. J. Chem. Eng. Data 35, 67-69. DOI: 10.1021/je00059a021.",1990,journal,10.1021/je00059a021,,0,0,0,26,0
tabasinejad2011_c2c4,"Tabasinejad, F.; Moore, R.G.; Mehta, S.A.; Van Fraassen, K.C.; Barzin, Y. (2011). ""Phase Behavior of High Pressure and Temperature Gas Reservoirs: Water Solubility and Density Measurement and Modeling from (3.7 to 132) MPa and Temperatures from (422 to 478) K."" J. Chem. Eng. Data 56(10), 3839-3847. DOI 10.1021/je200491c.",2011,journal,10.1021/je200491c,,0,0,0,39,0
tabasinejad2011_ch4,"Tabasinejad, F.; Moore, R.G.; Mehta, S.A.; Van Fraassen, K.C.; Barzin, Y. (2011). ""Water Solubility in Supercritical Methane, Nitrogen, and Carbon Dioxide: Measurement and Modeling from 422 to 483 K and Pressures from 3.6 to 134 MPa."" Ind. Eng. Chem. Res. 50(7), 4029-4041. DOI 10.1021/ie101218k.",2011,journal,10.1021/ie101218k,,0,38,0,0,0
tabasinejad2011_co2,"Tabasinejad, F.; Moore, R.G.; Mehta, S.A.; Van Fraassen, K.C.; Barzin, Y. (2011). ""Water Solubility in Supercritical Methane, Nitrogen, and Carbon Dioxide: Measurement and Modeling from 422 to 483 K and Pressures from 3.6 to 134 MPa."" Ind. Eng. Chem. Res. 50(7), 4029-4041. DOI 10.1021/ie101218k.",2011,journal,10.1021/ie101218k,,0,40,0,0,0
